participant_id,condition,session_mode,participant_group,baseline_recall,recruitment_wave,site,retained_7d
p_008763,retrieval_practice,lab,community,low,late,east,1
p_008764,rereading,lab,undergraduate,low,late,east,1
p_008765,rereading,lab,undergraduate,high,late,west,0
p_008766,rereading,lab,community,high,early,west,1
p_008767,rereading,lab,undergraduate,low,late,west,1
p_008768,retrieval_practice,lab,community,high,late,west,0
p_008769,retrieval_practice,lab,community,high,late,west,0
p_008770,retrieval_practice,remote,community,low,late,east,0
p_008771,rereading,lab,community,low,early,west,0
p_008772,rereading,lab,community,low,late,west,0
p_008773,retrieval_practice,lab,community,high,early,east,1
p_008774,retrieval_practice,remote,undergraduate,high,late,east,0
p_008775,rereading,remote,undergraduate,low,late,west,0
p_008776,retrieval_practice,lab,community,high,early,east,1
p_008777,retrieval_practice,remote,community,high,late,east,0
p_008778,rereading,lab,undergraduate,low,early,west,0
p_008779,retrieval_practice,lab,community,low,late,west,0
p_008780,retrieval_practice,remote,community,low,early,west,1
p_008781,retrieval_practice,remote,undergraduate,low,late,east,1
p_008782,rereading,lab,community,high,early,east,1
p_008783,rereading,lab,undergraduate,low,early,east,1
p_008784,rereading,lab,community,high,early,east,1
p_008785,rereading,lab,undergraduate,low,early,east,1
p_008786,retrieval_practice,remote,community,low,late,east,0
p_008787,rereading,remote,community,low,early,east,0
p_008788,retrieval_practice,lab,undergraduate,high,late,east,0
p_008789,retrieval_practice,lab,undergraduate,low,early,west,0
p_008790,rereading,lab,undergraduate,high,early,east,0
p_008791,rereading,remote,undergraduate,low,late,east,0
p_008792,rereading,remote,undergraduate,high,late,west,0
p_008793,rereading,remote,undergraduate,low,late,west,0
p_008794,rereading,remote,undergraduate,high,late,east,0
p_008795,retrieval_practice,remote,undergraduate,low,late,west,1
p_008796,retrieval_practice,lab,community,high,late,west,0
p_008797,retrieval_practice,lab,undergraduate,low,early,west,0
p_008798,retrieval_practice,lab,community,high,late,west,1
p_008799,rereading,lab,undergraduate,high,early,west,1
p_008800,rereading,lab,community,high,early,east,1
p_008801,rereading,remote,undergraduate,high,late,east,1
p_008802,retrieval_practice,lab,undergraduate,low,late,east,1
p_008803,rereading,remote,undergraduate,high,late,east,1
p_008804,rereading,remote,undergraduate,high,early,east,0
p_008805,rereading,lab,undergraduate,high,late,east,1
p_008806,rereading,lab,undergraduate,high,late,west,1
p_008807,retrieval_practice,lab,community,high,late,west,0
p_008808,rereading,lab,undergraduate,high,late,east,0
p_008809,retrieval_practice,lab,undergraduate,low,late,west,0
p_008810,retrieval_practice,remote,undergraduate,high,early,east,0
p_008811,rereading,remote,community,low,late,west,1
p_008812,rereading,remote,community,high,early,east,1
p_008813,retrieval_practice,lab,community,low,late,east,1
p_008814,retrieval_practice,lab,undergraduate,low,late,east,1
p_008815,retrieval_practice,lab,undergraduate,low,late,west,0
p_008816,rereading,remote,community,high,early,east,0
p_008817,rereading,lab,community,low,early,west,0
p_008818,retrieval_practice,lab,community,high,early,east,1
p_008819,rereading,remote,community,high,early,west,1
p_008820,retrieval_practice,lab,community,high,early,east,1
p_008821,rereading,lab,undergraduate,low,early,east,1
p_008822,rereading,remote,community,high,late,west,0
p_008823,rereading,lab,community,high,early,west,0
p_008824,rereading,lab,undergraduate,high,early,east,1
p_008825,rereading,lab,undergraduate,high,late,west,1
p_008826,rereading,lab,community,high,early,west,1
p_008827,retrieval_practice,remote,undergraduate,low,late,west,1
p_008828,retrieval_practice,lab,undergraduate,low,late,east,1
p_008829,retrieval_practice,lab,community,high,late,east,1
p_008830,retrieval_practice,remote,undergraduate,high,early,west,0
p_008831,rereading,remote,undergraduate,high,early,east,0
p_008832,retrieval_practice,lab,undergraduate,low,late,east,1
p_008833,rereading,lab,undergraduate,low,late,east,1
p_008834,rereading,lab,undergraduate,low,early,east,1
p_008835,rereading,lab,undergraduate,high,early,west,0
p_008836,rereading,remote,community,high,late,west,0
p_008837,rereading,lab,community,high,late,west,0
p_008838,rereading,lab,undergraduate,high,early,west,0
p_008839,retrieval_practice,lab,community,high,early,west,0
p_008840,rereading,remote,undergraduate,low,late,east,0
p_008841,rereading,remote,undergraduate,high,early,east,0
p_008842,retrieval_practice,remote,undergraduate,low,late,east,1
p_008843,rereading,lab,undergraduate,low,late,east,0
p_008844,rereading,lab,community,high,early,east,1
p_008845,rereading,lab,community,high,early,east,0
p_008846,retrieval_practice,remote,undergraduate,low,early,west,0
p_008847,rereading,lab,community,high,late,east,0
p_008848,retrieval_practice,remote,community,high,early,west,0
p_008849,retrieval_practice,lab,community,low,early,east,0
p_008850,rereading,lab,undergraduate,low,early,east,1
p_008851,rereading,lab,undergraduate,high,late,east,0
p_008852,rereading,remote,community,low,early,east,0
p_008853,rereading,remote,community,low,early,west,1
p_008854,rereading,lab,undergraduate,high,late,east,1
p_008855,rereading,remote,undergraduate,high,early,east,0
p_008856,retrieval_practice,lab,community,low,late,west,0
p_008857,retrieval_practice,remote,undergraduate,low,early,west,0
p_008858,retrieval_practice,lab,undergraduate,low,late,east,1
p_008859,rereading,remote,undergraduate,high,late,west,0
p_008860,retrieval_practice,remote,undergraduate,high,early,west,1
p_008861,rereading,lab,undergraduate,high,late,east,0
p_008862,retrieval_practice,lab,community,high,early,east,0
p_008863,retrieval_practice,remote,undergraduate,high,late,west,0
p_008864,retrieval_practice,lab,undergraduate,low,early,west,1
p_008865,rereading,remote,undergraduate,low,late,west,0
p_008866,rereading,remote,undergraduate,low,early,east,1
p_008867,retrieval_practice,lab,undergraduate,low,late,west,1
p_008868,retrieval_practice,lab,undergraduate,high,early,west,1
p_008869,rereading,lab,undergraduate,high,early,west,0
p_008870,retrieval_practice,lab,community,low,early,east,1
p_008871,rereading,lab,community,high,late,west,0
p_008872,retrieval_practice,lab,undergraduate,high,early,east,0
p_008873,rereading,lab,community,high,late,east,1
p_008874,rereading,lab,undergraduate,high,early,east,0
p_008875,rereading,lab,undergraduate,low,late,west,1
p_008876,retrieval_practice,lab,community,low,late,west,0
p_008877,rereading,remote,community,low,late,east,0
p_008878,retrieval_practice,lab,undergraduate,low,early,west,0
p_008879,retrieval_practice,lab,undergraduate,high,early,east,0
p_008880,rereading,lab,undergraduate,high,early,east,0
p_008881,retrieval_practice,lab,community,low,late,east,1
p_008882,rereading,remote,community,high,early,east,1
p_008883,rereading,lab,undergraduate,low,early,west,0
p_008884,rereading,remote,community,low,late,west,0
p_008885,retrieval_practice,lab,undergraduate,high,late,east,0
p_008886,rereading,lab,undergraduate,high,early,east,0
p_008887,retrieval_practice,lab,undergraduate,low,early,east,1
p_008888,retrieval_practice,lab,undergraduate,high,early,east,0
p_008889,retrieval_practice,lab,undergraduate,low,early,east,0
p_008890,retrieval_practice,remote,undergraduate,high,late,east,0
p_008891,retrieval_practice,lab,community,low,late,west,1
p_008892,rereading,remote,undergraduate,low,early,west,0
p_008893,rereading,lab,community,low,late,west,1
p_008894,retrieval_practice,remote,undergraduate,high,early,east,0
p_008895,rereading,remote,undergraduate,high,late,east,1
p_008896,retrieval_practice,remote,undergraduate,low,late,west,0
p_008897,rereading,lab,community,low,late,west,1
p_008898,rereading,lab,undergraduate,low,early,east,1
p_008899,rereading,lab,undergraduate,high,late,east,1
p_008900,retrieval_practice,lab,community,low,late,east,1
p_008901,retrieval_practice,lab,community,low,late,east,1
p_008902,rereading,lab,community,low,early,west,1
p_008903,retrieval_practice,lab,community,high,early,east,1
p_008904,rereading,remote,undergraduate,low,late,east,1
p_008905,retrieval_practice,lab,community,high,late,east,1
p_008906,retrieval_practice,remote,undergraduate,high,early,east,0
p_008907,rereading,remote,community,high,late,east,1
p_008908,rereading,lab,undergraduate,low,late,east,1
p_008909,retrieval_practice,lab,undergraduate,high,early,west,0
p_008910,rereading,remote,undergraduate,high,late,west,0
p_008911,rereading,lab,community,low,early,west,0
p_008912,rereading,remote,undergraduate,low,early,west,1
p_008913,rereading,lab,undergraduate,low,early,east,0
p_008914,retrieval_practice,remote,community,low,late,east,0
p_008915,rereading,lab,undergraduate,low,early,east,1
p_008916,retrieval_practice,lab,undergraduate,high,early,west,0
p_008917,retrieval_practice,remote,undergraduate,high,early,east,0
p_008918,retrieval_practice,lab,community,low,early,west,1
p_008919,retrieval_practice,remote,undergraduate,low,early,east,1
p_008920,rereading,lab,community,high,early,west,0
p_008921,retrieval_practice,lab,undergraduate,low,late,east,1
p_008922,rereading,remote,undergraduate,high,late,east,1
p_008923,rereading,remote,undergraduate,low,early,east,0
p_008924,rereading,remote,undergraduate,high,late,east,1
p_008925,rereading,remote,undergraduate,low,early,west,0
p_008926,retrieval_practice,remote,community,low,early,east,0
p_008927,retrieval_practice,remote,undergraduate,high,late,east,0
p_008928,retrieval_practice,lab,undergraduate,low,early,east,0
p_008929,rereading,lab,undergraduate,high,early,west,0
p_008930,rereading,remote,undergraduate,low,early,west,1
p_008931,retrieval_practice,lab,undergraduate,high,late,west,1
p_008932,rereading,remote,undergraduate,high,early,east,1
p_008933,rereading,remote,undergraduate,low,late,west,1
p_008934,retrieval_practice,lab,undergraduate,high,early,east,1
p_008935,rereading,lab,undergraduate,low,early,west,1
p_008936,retrieval_practice,remote,undergraduate,low,late,west,1
p_008937,retrieval_practice,lab,community,low,late,east,0
p_008938,rereading,remote,community,high,late,east,1
p_008939,retrieval_practice,remote,undergraduate,low,early,east,0
p_008940,rereading,lab,undergraduate,high,late,west,1
p_008941,retrieval_practice,lab,undergraduate,low,late,west,0
p_008942,retrieval_practice,remote,undergraduate,low,late,west,1
p_008943,rereading,lab,undergraduate,high,late,west,0
p_008944,rereading,lab,undergraduate,high,early,west,0
p_008945,rereading,lab,undergraduate,low,early,west,0
p_008946,rereading,remote,community,low,late,east,0
p_008947,retrieval_practice,lab,undergraduate,high,early,west,1
p_008948,rereading,remote,undergraduate,high,early,east,1
p_008949,rereading,lab,undergraduate,low,late,west,0
p_008950,rereading,lab,undergraduate,high,early,east,1
p_008951,retrieval_practice,remote,community,high,late,east,1
p_008952,rereading,lab,undergraduate,high,early,west,0
p_008953,retrieval_practice,lab,undergraduate,low,early,west,1
p_008954,retrieval_practice,remote,undergraduate,high,early,west,0
p_008955,retrieval_practice,lab,undergraduate,low,late,east,1
p_008956,rereading,lab,community,low,early,east,1
p_008957,retrieval_practice,remote,undergraduate,high,late,east,1
p_008958,rereading,lab,community,high,early,west,0
p_008959,rereading,lab,community,high,early,east,1
p_008960,rereading,lab,undergraduate,low,early,west,1
p_008961,retrieval_practice,remote,community,high,early,west,1
p_008962,retrieval_practice,remote,undergraduate,low,late,east,0
p_008963,rereading,lab,undergraduate,high,late,east,1
p_008964,rereading,remote,community,high,late,east,1
p_008965,retrieval_practice,lab,community,low,late,west,0
p_008966,retrieval_practice,lab,undergraduate,high,early,east,0
p_008967,retrieval_practice,remote,undergraduate,high,late,west,1
p_008968,retrieval_practice,lab,community,high,early,west,1
p_008969,retrieval_practice,lab,community,high,late,east,1
p_008970,retrieval_practice,lab,undergraduate,low,late,east,0
p_008971,retrieval_practice,remote,community,low,late,east,1
p_008972,rereading,remote,undergraduate,high,late,east,1
p_008973,retrieval_practice,remote,community,high,early,west,1
p_008974,retrieval_practice,lab,undergraduate,low,early,east,0
p_008975,rereading,lab,undergraduate,high,early,west,0
p_008976,retrieval_practice,lab,undergraduate,high,early,east,1
p_008977,retrieval_practice,lab,undergraduate,low,late,east,0
p_008978,rereading,lab,undergraduate,low,late,west,1
p_008979,rereading,lab,undergraduate,low,early,east,1
p_008980,rereading,lab,undergraduate,low,early,east,0
p_008981,rereading,remote,undergraduate,low,late,west,1
p_008982,rereading,remote,community,high,early,east,1
p_008983,rereading,lab,undergraduate,low,early,west,1
p_008984,retrieval_practice,lab,undergraduate,low,early,east,1
p_008985,rereading,lab,undergraduate,low,early,west,1
p_008986,rereading,lab,community,high,late,west,1
p_008987,retrieval_practice,remote,undergraduate,high,early,east,0
p_008988,retrieval_practice,lab,undergraduate,high,late,east,0
p_008989,rereading,lab,community,low,early,west,1
p_008990,retrieval_practice,lab,undergraduate,high,early,west,0
p_008991,retrieval_practice,remote,community,high,late,west,1
p_008992,rereading,remote,community,low,early,east,1
p_008993,retrieval_practice,lab,undergraduate,low,late,west,0
p_008994,rereading,remote,community,low,late,east,0
p_008995,rereading,remote,undergraduate,low,late,west,0
p_008996,rereading,remote,community,low,late,east,0
p_008997,retrieval_practice,lab,undergraduate,high,late,east,0
p_008998,rereading,remote,community,low,late,east,0
p_008999,rereading,lab,undergraduate,low,late,west,0
p_009000,rereading,lab,undergraduate,high,early,east,0
p_009001,rereading,lab,undergraduate,high,early,east,0
p_009002,retrieval_practice,remote,undergraduate,high,early,east,1
p_009003,rereading,remote,community,high,late,west,0
p_009004,retrieval_practice,lab,undergraduate,high,early,west,0
p_009005,rereading,lab,undergraduate,high,early,west,0
p_009006,retrieval_practice,lab,undergraduate,low,late,east,0
p_009007,rereading,remote,undergraduate,high,early,east,1
p_009008,retrieval_practice,lab,undergraduate,high,late,east,1
p_009009,rereading,lab,undergraduate,low,late,east,1
p_009010,retrieval_practice,lab,undergraduate,low,early,east,1
p_009011,rereading,remote,undergraduate,low,late,west,0
